THE ONE-BODY DENSITY MATRIX FOR 2JO = 0 TO =, 0
.  0 1 0 1 22.9782510
.  1 3 1 3 32.4961540
.  1 1 1 1 22.9782510
.  2 5 2 5 39.7994980
.  2 1 2 1 22.9782510
.  2 3 2 3 32.4961540
.  3 7 3 7 45.9565010
.  3 3 3 3 32.4961540
.  3 5 3 5 39.7994980
.  3 1 3 1 22.9782510
.  4 9 4 9 51.3809300
.  4 7 4 7 27.0000400
.  4 5 4 5 22.0349270
.  4 3 4 3 9.1715156
.  4 1 4 1 8.0929840
.  5 11 5 11 16.6047240
THE ONE-BODY DENSITY MATRIX FOR 2JO = 0 TO =, 2
.  4 7 4 7 9.8550945
.  4 5 4 5 9.5731774
.  4 3 4 3 4.8592423
.  4 1 4 1 4.6255204
.  5 11 5 11 9.9992394
THE ONE-BODY DENSITY MATRIX FOR 2JO = 2 TO =, 0
.  4 7 4 7 0.3634352
.  4 7 4 5 -0.3240006
.  4 5 4 7 0.3239674
.  4 5 4 5 2.1682403
.  4 5 4 3 -0.0279923
.  4 3 4 5 0.0279923
.  4 3 4 3 0.2378348
.  4 3 4 1 -0.1057007
.  4 1 4 3 0.1057007
.  4 1 4 1 0.1253351
.  5 11 5 11 0.1492479
THE ONE-BODY DENSITY MATRIX FOR 2JO = 2 TO =, 2
.  4 7 4 7 -0.1898151
.  4 7 4 5 0.1930815
.  4 5 4 7 -0.1930615
.  4 5 4 5 -1.2827148
.  4 5 4 3 -0.0003607
.  4 3 4 5 0.0003607
.  4 3 4 3 0.0242680
.  4 3 4 1 -0.0033065
.  4 1 4 3 0.0033065
.  4 1 4 1 0.0168533
.  5 11 5 11 0.0831243
THE ONE-BODY DENSITY MATRIX FOR 2JO = 4 TO =, 0
.  4 7 4 7 1.9751467
.  4 7 4 5 -0.3762374
.  4 7 4 3 0.4296681
.  4 5 4 7 0.3761710
.  4 5 4 5 1.5613984
.  4 5 4 3 0.2435726
.  4 5 4 1 0.2417153
.  4 3 4 7 0.4292701
.  4 3 4 5 -0.2435062
.  4 3 4 3 1.2046627
.  4 3 4 1 -0.6460444
.  4 1 4 5 0.2415826
.  4 1 4 3 0.6457791
.  5 11 5 11 1.5448153
THE ONE-BODY DENSITY MATRIX FOR 2JO = 4 TO =, 2
.  4 7 4 7 -0.9998358
.  4 7 4 5 0.1862480
.  4 7 4 3 0.1614591
.  4 5 4 7 -0.1862080
.  4 5 4 5 -0.8460719
.  4 5 4 3 0.0190376
.  4 5 4 1 0.0653692
.  4 3 4 7 0.1612186
.  4 3 4 5 -0.0189975
.  4 3 4 3 0.6188228
.  4 3 4 1 -0.3465448
.  4 1 4 5 0.0652890
.  4 1 4 3 0.3463845
.  5 11 5 11 0.9337251
THE ONE-BODY DENSITY MATRIX FOR 2JO = 6 TO =, 0
.  4 7 4 7 -0.0843416
.  4 7 4 5 -0.2858263
.  4 7 4 3 0.0301812
.  4 7 4 1 -0.0382406
.  4 5 4 7 0.2857600
.  4 5 4 5 1.3549056
.  4 5 4 3 0.0006302
.  4 5 4 1 0.0676922
.  4 3 4 7 0.0301812
.  4 3 4 5 -0.0006302
.  4 3 4 3 0.0084905
.  4 1 4 7 0.0382406
.  4 1 4 5 0.0677254
.  5 11 5 11 0.0281913
THE ONE-BODY DENSITY MATRIX FOR 2JO = 6 TO =, 2
.  4 7 4 7 0.0491972
.  4 7 4 5 0.1733425
.  4 7 4 3 -0.0314622
.  4 7 4 1 0.0227049
.  4 5 4 7 -0.1733025
.  4 5 4 5 -0.8195395
.  4 5 4 3 0.0019038
.  4 5 4 1 -0.0416222
.  4 3 4 7 -0.0314622
.  4 3 4 5 -0.0019038
.  4 3 4 3 0.0369931
.  4 1 4 7 -0.0227049
.  4 1 4 5 -0.0416423
.  5 11 5 11 0.0182761
THE ONE-BODY DENSITY MATRIX FOR 2JO = 8 TO =, 0
.  4 7 4 7 -0.2025128
.  4 7 4 5 0.0905106
.  4 7 4 3 -0.0769456
.  4 7 4 1 0.0580077
.  4 5 4 7 -0.0905106
.  4 5 4 5 1.0181028
.  4 5 4 3 -0.0391029
.  4 3 4 7 -0.0769788
.  4 3 4 5 0.0390698
.  4 1 4 7 -0.0580077
.  5 11 5 11 -0.1270597
THE ONE-BODY DENSITY MATRIX FOR 2JO = 8 TO =, 2
.  4 7 4 7 0.1199971
.  4 7 4 5 -0.0502794
.  4 7 4 3 0.0467323
.  4 7 4 1 -0.0461512
.  4 5 4 7 0.0502794
.  4 5 4 5 -0.6182016
.  4 5 4 3 0.0407004
.  4 3 4 7 0.0467524
.  4 3 4 5 -0.0406804
.  4 1 4 7 0.0461512
.  5 11 5 11 -0.0769320
THE ONE-BODY DENSITY MATRIX FOR 2JO = 10 TO =, 0
.  4 7 4 7 -0.4724194
.  4 7 4 5 0.4194198
.  4 7 4 3 -0.0624188
.  4 5 4 7 -0.4193203
.  4 5 4 5 1.8988313
.  4 3 4 7 -0.0624188
.  5 11 5 11 -0.0200656
THE ONE-BODY DENSITY MATRIX FOR 2JO = 10 TO =, 2
.  4 7 4 7 0.2850433
.  4 7 4 5 -0.2516172
.  4 7 4 3 0.0384360
.  4 5 4 7 0.2515571
.  4 5 4 5 -1.1474675
.  4 3 4 7 0.0384360
.  5 11 5 11 -0.0164525
