THE ONE-BODY DENSITY MATRIX FOR 2JO = 0 TO =, 0
.  0 1 0 1 22.9782505
.  1 1 1 1 22.9782505
.  1 3 1 3 32.4961536
.  2 1 2 1 22.9782505
.  2 3 2 3 32.4961536
.  2 5 2 5 39.7994974
.  3 1 3 1 22.9782505
.  3 3 3 3 32.4961536
.  3 5 3 5 39.7994974
.  3 7 3 7 45.9565011
.  4 1 4 1 4.483705412
.  4 3 4 3 7.326479912
.  4 5 4 5 20.81593628
.  4 7 4 7 29.56159789
.  4 9 4 9 51.3809303
.  5 11 5 11 18.39961277
THE ONE-BODY DENSITY MATRIX FOR 2JO = 0 TO =, 2
.  4 1 4 1 2.199967328
.  4 3 4 3 2.902976535
.  4 5 4 5 11.46840257
.  4 7 4 7 9.903951072
.  5 11 5 11 10.98482698
THE ONE-BODY DENSITY MATRIX FOR 2JO = 2 TO =, 0
.  4 1 4 1 0.12201845
.  4 3 4 1 -0.198798203
.  4 1 4 3 0.198798203
.  4 3 4 3 0.277766925
.  4 5 4 3 -0.028224436
.  4 3 4 5 0.028224436
.  4 5 4 5 0.250371644
.  4 7 4 5 -0.011376007
.  4 5 4 7 0.011376007
.  4 7 4 7 1.239221897
.  5 11 5 11 0.341910356
THE ONE-BODY DENSITY MATRIX FOR 2JO = 2 TO =, 2
.  4 1 4 1 0.053726168
.  4 3 4 1 -0.009458691
.  4 1 4 3 0.009458691
.  4 3 4 3 0.106269999
.  4 5 4 3 0.0170537
.  4 3 4 5 -0.0170537
.  4 5 4 5 -0.15127894
.  4 7 4 5 0.006873583
.  4 5 4 7 -0.006873583
.  4 7 4 7 -0.748759614
.  5 11 5 11 0.204824752
THE ONE-BODY DENSITY MATRIX FOR 2JO = 4 TO =, 0
.  4 3 4 1 -0.305195372
.  4 5 4 1 0.015986108
.  4 1 4 3 0.305195372
.  4 3 4 3 0.439684313
.  4 5 4 3 0.096248312
.  4 7 4 3 0.022884678
.  4 1 4 5 0.015986108
.  4 3 4 5 -0.096248312
.  4 5 4 5 0.116944021
.  4 7 4 5 -0.146694103
.  4 3 4 7 0.022884678
.  4 5 4 7 0.146694103
.  4 7 4 7 1.082047275
.  5 11 5 11 0.836849558
THE ONE-BODY DENSITY MATRIX FOR 2JO = 4 TO =, 2
.  4 3 4 1 -0.149735891
.  4 5 4 1 -0.009659087
.  4 1 4 3 0.149735891
.  4 3 4 3 0.185426419
.  4 5 4 3 -0.058154919
.  4 7 4 3 -0.013827324
.  4 1 4 5 -0.009659087
.  4 3 4 5 0.058154919
.  4 5 4 5 -0.07065963
.  4 7 4 5 0.088635151
.  4 3 4 7 -0.013827324
.  4 5 4 7 -0.088635151
.  4 7 4 7 -0.65379195
.  5 11 5 11 0.50251301
THE ONE-BODY DENSITY MATRIX FOR 2JO = 6 TO =, 0
.  4 5 4 1 -0.027693777
.  4 7 4 1 -0.043713052
.  4 3 4 3 -0.139662868
.  4 5 4 3 0.00000000
.  4 7 4 3 0.275810119
.  4 1 4 5 -0.027693777
.  4 3 4 5 0.000000000
.  4 5 4 5 0.198897701
.  4 7 4 5 -0.283040351
.  4 1 4 7 0.043713052
.  4 3 4 7 0.275810119
.  4 5 4 7 0.283040351
.  4 7 4 7 -0.476863624
.  5 11 5 11 0.048057824
THE ONE-BODY DENSITY MATRIX FOR 2JO = 6 TO =, 2
.  4 5 4 1 0.016733066
.  4 7 4 1 0.026412193
.  4 3 4 3 0.089316497
.  4 5 4 3 0.000000000
.  4 7 4 3 -0.166649314
.  4 1 4 5 0.016733066
.  4 3 4 5 0.000000000
.  4 5 4 5 -0.120177481
.  4 7 4 5 0.171017946
.  4 1 4 7 -0.026412193
.  4 3 4 7 -0.166649314
.  4 5 4 7 -0.171017946
.  4 7 4 7 0.288129369
.  5 11 5 11 0.03003936
THE ONE-BODY DENSITY MATRIX FOR 2JO = 8 TO =, 0
.  4 7 4 1 0.292194222
.  4 5 4 3 -0.143244818
.  4 7 4 3 -0.240886111
.  4 3 4 5 0.143244818
.  4 5 4 5 0.031607389
.  4 7 4 5 0.225364329
.  4 1 4 7 -0.292194222
.  4 3 4 7 -0.240886111
.  4 5 4 7 -0.225364329
.  4 7 4 7 -0.856284952
.  5 11 5 11 0.004046276
THE ONE-BODY DENSITY MATRIX FOR 2JO = 8 TO =, 2
.  4 7 4 1 -0.176548876
.  4 5 4 3 0.086551032
.  4 7 4 3 0.145547615
.  4 3 4 5 -0.086551032
.  4 5 4 5 -0.019097739
.  4 7 4 5 -0.136169082
.  4 1 4 7 0.176548876
.  4 3 4 7 0.145547615
.  4 5 4 7 0.136169082
.  4 7 4 7 0.517382393
.  5 11 5 11 0.013626928
THE ONE-BODY DENSITY MATRIX FOR 2JO = 10 TO =, 0
.  4 7 4 3 -0.109050466
.  4 5 4 5 0.217636604
.  4 7 4 5 0.156942458
.  4 3 4 7 -0.109050466
.  4 5 4 7 -0.156942458
.  4 7 4 7 -1.223401619
.  5 11 5 11 0.010148857
THE ONE-BODY DENSITY MATRIX FOR 2JO = 10 TO =, 2
.  4 7 4 3 0.065890205
.  4 5 4 5 -0.131499855
.  4 7 4 5 -0.094827387
.  4 3 4 7 0.065890205
.  4 5 4 7 0.094827387
.  4 7 4 7 0.739200725
.  5 11 5 11 0.006132118
