THE ONE-BODY DENSITY MATRIX FOR 2JO = 0 TO =, 0
.  0 1 0 1 27.7128130
.  1 3 1 3 39.1918360
.  1 1 1 1 27.7128130
.  2 5 2 5 48.0000000
.  2 1 2 1 27.7128130
.  2 3 2 3 39.1918360
.  3 7 3 7 55.4256260
.  3 3 3 3 39.1918360
.  3 5 3 5 48.0000000
.  3 1 3 1 27.7128130
.  4 9 4 9 61.9677340
.  4 7 4 7 38.3173110
.  4 5 4 5 26.6855900
.  4 3 4 3 14.5634570
.  4 1 4 1 11.2300580
.  5 11 5 11 29.7324400
THE ONE-BODY DENSITY MATRIX FOR 2JO = 0 TO =, 2
.  4 7 4 7 9.0952973
.  4 5 4 5 11.1403400
.  4 3 4 3 7.5023963
.  4 1 4 1 5.7739612
.  5 11 5 11 16.9616550
THE ONE-BODY DENSITY MATRIX FOR 2JO = 2 TO =, 0
.  4 7 4 7 3.1690626
.  4 7 4 5 0.0218585
.  4 5 4 7 -0.0218585
.  4 5 4 5 0.1094656
.  4 5 4 3 0.0004850
.  4 3 4 5 -0.0004850
.  4 3 4 3 0.2193815
.  4 3 4 1 -0.0458300
.  4 1 4 3 0.0458300
.  4 1 4 1 0.0453104
.  5 11 5 11 0.0722611
THE ONE-BODY DENSITY MATRIX FOR 2JO = 2 TO =, 2
.  4 7 4 7 -1.8693906
.  4 7 4 5 -0.0206637
.  4 5 4 7 0.0206637
.  4 5 4 5 -0.0082155
.  4 5 4 3 0.0114683
.  4 3 4 5 -0.0114683
.  4 3 4 3 0.0261685
.  4 3 4 1 -0.0236663
.  4 1 4 3 0.0236663
.  4 1 4 1 0.0242293
.  5 11 5 11 0.0385751
THE ONE-BODY DENSITY MATRIX FOR 2JO = 4 TO =, 0
.  4 7 4 7 0.4321118
.  4 7 4 5 0.0168355
.  4 7 4 3 0.1268900
.  4 5 4 7 -0.0168355
.  4 5 4 5 0.1394647
.  4 5 4 3 0.0645362
.  4 5 4 1 0.1547067
.  4 3 4 7 0.1268553
.  4 3 4 5 -0.0645015
.  4 3 4 3 0.1734475
.  4 3 4 1 -0.0439248
.  4 1 4 5 0.1546721
.  4 1 4 3 0.0439248
.  5 11 5 11 0.5877192
THE ONE-BODY DENSITY MATRIX FOR 2JO = 4 TO =, 2
.  4 7 4 7 -0.2216087
.  4 7 4 5 -0.0084240
.  4 7 4 3 -0.0378870
.  4 5 4 7 0.0084240
.  4 5 4 5 -0.0595099
.  4 5 4 3 0.0500642
.  4 5 4 1 -0.0452058
.  4 3 4 7 -0.0379078
.  4 3 4 5 -0.0500434
.  4 3 4 3 0.1225437
.  4 3 4 1 -0.0184326
.  4 1 4 5 -0.0452267
.  4 1 4 3 0.0184326
.  5 11 5 11 0.3594364
THE ONE-BODY DENSITY MATRIX FOR 2JO = 6 TO =, 0
.  4 7 4 7 2.8034268
.  4 7 4 5 0.0058543
.  4 7 4 3 -0.0172859
.  4 7 4 1 -0.0295834
.  4 5 4 7 -0.0058543
.  4 5 4 5 -0.0003811
.  4 5 4 3 0.0168702
.  4 5 4 1 -0.0048497
.  4 3 4 7 -0.0172859
.  4 3 4 5 -0.0168702
.  4 3 4 3 0.0489477
.  4 1 4 7 0.0295834
.  4 1 4 5 -0.0048497
.  5 11 5 11 0.0802978
THE ONE-BODY DENSITY MATRIX FOR 2JO = 6 TO =, 2
.  4 7 4 7 -1.6882127
.  4 7 4 5 0.0033988
.  4 7 4 3 0.0017307
.  4 7 4 1 0.0217272
.  4 5 4 7 -0.0033988
.  4 5 4 5 -0.0034822
.  4 5 4 3 -0.0071520
.  4 5 4 1 -0.0074648
.  4 3 4 7 0.0017307
.  4 3 4 5 0.0071520
.  4 3 4 3 0.0009800
.  4 1 4 7 -0.0217272
.  4 1 4 5 -0.0074648
.  5 11 5 11 0.0456229
THE ONE-BODY DENSITY MATRIX FOR 2JO = 8 TO =, 0
.  4 7 4 7 0.3747463
.  4 7 4 5 0.0319044
.  4 7 4 3 -0.0942582
.  4 7 4 1 -0.0576773
.  4 5 4 7 -0.0318697
.  4 5 4 5 -0.0478046
.  4 5 4 3 0.0617649
.  4 3 4 7 -0.0942582
.  4 3 4 5 -0.0617649
.  4 1 4 7 0.0576426
.  5 11 5 11 0.2968734
